Ticker,Name,EBIT/Tot Int Exp:2024,EBIT/Tot Int Exp:2023,EBIT/Tot Int Exp:2022,EBIT/Tot Int Exp:2021,EBIT/Tot Int Exp:2020C,EBIT/Tot Int Exp:2019,EBIT/Tot Int Exp:2018,EBIT/Tot Int Exp:2017,EBIT/Tot Int Exp:2016
GN DC Equity,GN STORE NORD A/S,4.9077,2.6656,2.9237,26.3407,23.9265,18.036,32.0714,26.4068,24.4915
GOFORE FH Equity,GOFORE OYJ,59.8732,45.1353,27.7746,73.9212,126.8116,91.9444,103.2723,106.7266, 
GGSM US Equity,GOLD AND GEMSTONE MINING INC, , , , ,-40.5145, , , , 
GMGI US Equity,GOLDEN MATRIX GROUP INC,0.7792,-42.4393, ,33.6926, , , , , 
GOLQ US Equity,GOLOGIQ INC, , , , , , , , , 
GOMX SS Equity,GOMSPACE GROUP AB,-6.3299,-10.4204,-120.267,-14.8213,-11.8578,-69.3398,-43.8185,-48.7104,-20.5233
GHH LN Equity,GOOCH & HOUSEGO PLC,2.5764,4.2863,-2.1715,7.4806,3.5664,6.8975,30.0724,18.8876,80.189
GMER US Equity,GOOD GAMING INC,-2832.8389, , ,-19.7887,-12.8545,-27.7042,-41.4798,-196.868,-6.7111
GBK SS Equity,GOODBYE KANSAS GROUP AB,-24.0502,-71.067,-9.4601,-10.9371,-25.4306,-1694.1852,-237.7885,-84.319, 
GPRO US Equity,GOPRO INC-CLASS A,-40.5626,-16.0594,6.2408,4.8977,-1.4647,-0.1213,-5.0293,-11.9663, 
GREAT SS Equity,GREATER THAN AB,-14.1729,-164.7696,-164.8743,-46.4311,-73.8272,-118.3917,-79.5889,-55.4809,-76.6352
INKW US Equity,GREENE CONCEPTS INC, , , , , , , , , 
GMERCB SS Equity,GREENMERC AB,963.1392,-1102.2679,102.6345, , , , , , 
GTIC US Equity,GREENTECH INNOVATIONS INC, , , , , , , , , 
GEAT US Equity,GREETEAT CORP, , , , , , , , , 
GDYN US Equity,GRID DYNAMICS HOLDINGS INC, , , , , , , , , 
GRWC US Equity,GROW CAPITAL INC, , , , ,-79.8027,-48.2183,-1.6428,-1.119,-270.3868
GRYP US Equity,GRYPHON DIGITAL MINING INC,-19.3956,-25.3008, , , , , , , 
GSDT US Equity,GSDT FINTECH GROUP INC, , , , , , , , , 
GSIT US Equity,GSI TECHNOLOGY INC, , , , , , , , , 
GST LN Equity,GSTECHNOLOGIES LTD,-98.1,-7.6883,-2.6235, , , , , , 
GHGH US Equity,GUANHUA CORP, , , , , , , , , 
GUER US Equity,GUERRILLA RF INC,-2.6818,-4.4499,-12.7145,-6.6541,-3.2831,0.5216, , , 
GUESF US Equity,GUESTLOGIX INC, , , , ,-4.8802, , , , 
GWRE US Equity,GUIDEWIRE SOFTWARE INC,-7.8025,-22.2588,-10.2565,-5.6429,-1.3311,0.0849,-2.4253,1681.6154, 
GUI FP Equity,GUILLEMOT CORPORATION,24.6382,26.8191,342.43,266.121,168.4671, ,43.8917,34.9706,2.7348
HDIH US Equity,H-D INTERNATIONAL HOLDING GR, , , , , , , , , 
HACK SS Equity,HACKSAW AB, , , , , , , , , 
HAI CN Equity,HAIVISION SYSTEMS INC,5.2138,0.7076,-4.6161,-11.7153,23.6426,29.1503,6.7771,3.1736, 
HMM/A CN Equity,HAMMOND MANUFACTURING -CL A,7.9539,9.2031,10.032,7.9494,7.1978,4.268,5.4547,5.973,2.6574
HAPB CN Equity,HAPBEE TECHNOLOGIES-SUB VTG, , , , , , , , , 
HLIT US Equity,HARMONIC INC, , , , , , , , , 
HAUP US Equity,HAUPPAUGE DIGITAL INC, , , , , , , , , 
HWKE US Equity,HAWKEYE SYSTEMS INC,-1.0551,-5.1259,-12.903,-13.3545,-25.3087,-2.6561, , , 
HYDN US Equity,HAYDEN HALL INC, , , , ,-5.9901, , , , 
EMOR US Equity,HEALIXA INC, , , , , , , , , 
HCAT US Equity,HEALTH CATALYST INC, , ,-83.4356,-8.7283,-8.3067,-8.763, , , 
HIT US Equity,HEALTH IN TECH INC-CLASS A, , ,44.9654, , , , , , 
CHIP/H CN Equity,HEALTH LOGIC INTERACTIVE INC,-5.2941,-14.3606, ,-165.3521,-11.6292,-31.606, ,-2212.7625,-755.6821
HCTI US Equity,HEALTHCARE TRIANGLE INC,-3.9167,-7.9494,-49.1321,-9.456, , , , , 
HLYK US Equity,HEALTHLYNKED CORP,-27.8193,-49.536,-379.3811,-278.4697,-12.2992,-13.1471,-15.391,-17.9731, 
AIDX CN Equity,HEALWELL AI INC,-219.0898,-192.0403,-40.6885, ,-5.3682,-3.2256,-3.2306,-3.0568, 
HTSF US Equity,HEARTSOFT INC, , , , ,-7.0649, , , , 
HLEO US Equity,HELIO CORP, , , , , , , , , 
HMNY US Equity,HELIOS AND MATHESON ANALYTIC, , , , ,-0.5688, , ,-0.5688,-0.4023
HP CN Equity,HELLO PAL INTERNATIONAL INC, ,-91.5592,-45.0079,-34.6677,-22.4084,-23.2069,-837.4867, , 
HLOC US Equity,HELO CORP, , , , , , , , , 
HAG GR Equity,HENSOLDT AG,2.3896,2.5781,3.7727,3.055,0.5163,0.7581,0.2323, , 
HRO CN Equity,HERO INNOVATION GROUP INC, , , , , , , , , 
HPE US Equity,HEWLETT PACKARD ENTERPRISE,7.766,6.408,3.0077,3.917,-0.991,4.0965,4.9207,1.6886,13.743
HTRO SS Equity,HEXATRONIC GROUP AB,3.9766,7.48,34.5993,19.1946,17.7257,6.7933,12.9379,19.1094,48.5386
HSTI US Equity,HIGH SIERRA TECHNOLOGIES INC, , ,-3.5017,-4.2294,-5.4183,-34.0233, ,-0.9234,-1.0043
HWNI US Equity,HIGH WIRE NETWORKS INC,-7.354,-4.8613,-9.755,-6.8263,-4.0724,-2.0649,-2.2709,-22.5195, 
HNGE US Equity,HINGE HEALTH INC-A, , , , , , , , , 
HDWB SS Equity,HITECH & DEVELOPMENT HOLDING,-7.7234,-14.0271,-24.3104,-58.2489,-42.126,-15.9189,-42.6133, ,2.8071
HNOI US Equity,HNO INTERNATIONAL INC, , , , ,-54.1694, , , , 
HOLDFL SS Equity,HOLDFLIGHT AB, ,-268.6344,1118.7966,6.8917,5.8397,10.6966,-445.7924,-134.4409, 
HOODIN SS Equity,HOODIN AB, ,-42.3495,-340918.0625,-70159.8828,-2161.1311,-298.6424,-146.725,-30.9687,40.4361
HPNN US Equity,HOP-ON INC, , , , , , , , , 
HPTO US Equity,HOPTO INC, , , , , , , , , 
HSW LN Equity,HOSTELWORLD GROUP PLC,37.6667,0.8417,-3.1646,-9.4479,-202.7764, , , , 
HPQ US Equity,HP INC,7.0835,6.659,19.4,20.874,14.4854,16.0207,12.2788,10.8997,13
KICK US Equity,HPN HOLDINGS INC, , , , , , , , , 
HUBV US Equity,HUBB VENTURES INC, , , , , , , , , 
HUBS SS Equity,HUBBSTER GROUP AB,-5.6299,-12.188,-12.6518,-16.1127, , , , , 
HUBSO SS Equity,HUBSO GROUP AB,-60.8892,-118.0974,-145.4715,-88.0278,-10.6542,-41.2371,-10703.6367,-61.3611,-1491.9399
HUBS US Equity,HUBSPOT INC,-18.1677,-52.8621,-29.0008,-1.8096,-1.3719,-2.0594,-2.2565,-3.045,-168.5358
HUD LN Equity,HUDDLED GROUP PLC,-1392.3334,-1307,-174.2727,-588,-57.7805,-50.25,-65.8246, , 
HUDL NO Equity,HUDDLESTOCK FINTECH AS,-27.299,-29.8061,-39.0764,-8.9961,-217.282, , , , 
HDLY NO Equity,HUDDLY AS,-10.6298,-17.251,-111.4379, , , ,-1321.5652,-610.8271, 
HMNU US Equity,HUMAN UNITEC INTERNATIONAL, , , , , , , , , 
HMBL US Equity,HUMBL INC,-9.5421,-8.2096,-22.5571, , , , , , 
HOC/H CN Equity,HUNTER TECHNOLOGY CORP, , ,-8.0301, , , ,-17.4259, , 
HYSG BB Equity,HYBRID SOFTWARE GROUP PLC,-11.8391,-4.8375,5.9685,11.8069,9.5,-1.0738, ,-144,-674
HYLQ CN Equity,HYLQ STRATEGY CORP, ,-5.1844,-550.1525,-28.1053,-34.7987, , , , 
HYI GR Equity,HYRICAN INFORMATIONSSYSTEME,645.5104,-20.2171, ,166.3309,13.5328,12.9455,4.1142,-77.8949,21.3537
ALI2S FP Equity,I2S SA,10.3251,6.861,6.5468,17.3988,1.4356,1.4356, , ,6.5641
IIIV US Equity,I3 VERTICALS INC-CLASS A, , , , , , , , , 
IARB SS Equity,IAR SYSTEMS GROUP AB,47.64,-255.125,44.5294,-42.8125,46.5556,41.6923,77.0667,134.25, 
IBEX US Equity,IBEX LTD,76.7101,266.3026,3.4886,7.8582,7.9547,0.8827,-5.7475,-0.3637,1.669
IBTA US Equity,IBOTTA INC-CL A, , , , , , , , , 
IBIN US Equity,IBSG INTERNATIONAL INC, , , , , , , , , 
ALICA FP Equity,ICAPE HOLDING SA,2.811,3.9478,10.3423,15.2852,5.6615,4.6577, , , 
ISFT CN Equity,ICESOFT TECHNOLOGIES CANADA,-0.0047,-1.3017,-24.4136,-45.0957,-12.7335,-4.3129,-1.8037,-3.4042,-14.102
ICFI US Equity,ICF INTERNATIONAL INC,5.6047,3.3346,4.6717,10.8209,6.4144,9.4592,10.5938,9.6362,8.7427
ICOA US Equity,ICOA INC, , , , , , , , , 
CARE AV Equity,ICONA TECHNOLOGY SPA, , , , , , , , , 
ICCT US Equity,ICORECONNECT INC, ,-9.2633, , , , , , , 
ID CN Equity,IDENTILLECT TECHNOLOGIES COR,-3.5097,-7.189,-6.6759,-7.737,-8.6854,-12.7697,-36.3145,-31.506,-19.0315
INVE US Equity,IDENTIV INC, ,-11.8384, , , , , , , 
IDEX NO Equity,IDEX BIOMETRICS ASA,-11.3841,-42.0141,-22.0133,-27.9163,-55.3501,-91.302,-17393.7148,-3891.2813,-203421
IDOX LN Equity,IDOX PLC,6.0875,5.1172,6.5294,5.5726,2.1223,1.1793,-15.7287,2.4182,13.1296
IEXA US Equity,IEXALT INC, , , , ,-10.9025, , , , 
IS8 GR Equity,IFA SYSTEMS AG, , ,37.4545,19.6667,6.5172,20.8966,2.12,-199.9231,-71.4839
IFAN US Equity,IFAN FINANCIAL INC, , , , , , , , , 
ITOX US Equity,IIOT-OXYS INC,-2.4516,-3.2952,-1.7359,-2.0415,-1.392,-10.7608,-4.5342,-127590.25, 
IJJP US Equity,IJJ CORP, , , , , , , , , 
AILEQ US Equity,ILEARNINGENGINES INC, ,3.0263,1.7959,1.5229, , , , , 
IKA LN Equity,ILIKA PLC,-94.5015,-122.7775,-129.7036,-198.1193,-162.3821, , , , 
ILYDA GA Equity,ILYDA SA,147.4126,18.6067,19.2808,14.7948,7.555,1.7627,-0.4973,2.987,-3.1682
IMTL US Equity,IMAGE PROTECT INC, , , , , , , , , 
IWSY US Equity,IMAGEWARE SYSTEMS INC, , , ,-5378,-90.9706, ,-21.6821,-15.3423,-38.1532
IP CN Equity,IMAGINEAR INC, ,-4791.7676,-3623.4258, ,-766.8534, ,-462.6968,-11378.2969,-112.7014
IQAI LN Equity,IMAGING BIOMETRICS LTD, ,-41.1884,-46.7685,-45.7841,-21.5555,-20.2965,-47.7856,-11.2174,-10.88
IMAX US Equity,IMAX CORP,5.4258,7.3887,-0.8225,1.5488,-17.3782,27.6685,15.4925,15.9248,32.226
IMIN/H CN Equity,IMINING TECHNOLOGIES INC, , , ,-2712.9756,-239.1129,-11729.6973, ,-15.9368, 
ALIMR FP Equity,IMMERSION,-41.7649,-22.939,-26.9625,14.7872,-30.0765,-16.0245,2.2973,2.6566,-68.8308
IMMR US Equity,IMMERSION CORPORATION, , , , , , , , , 
HOLD CN Equity,IMMUTABLE HOLDINGS INC, , , , ,-20.2333,-26.8845,-9.8045, , 
IMPERO DC Equity,IMPERO A/S,-96.3058,-160.3415,-82.5304,-63.001,-77.619,-25.4897, , , 
MPT IM Equity,IMPIANTI SPA,-14.8371,-62.5586,-1.8421,77.5073,23.8317, , , , 
PI US Equity,IMPINJ INC,-1.4506,-8.9695,-3.9567,-14.6075,-8.6959,-12.0741,-24.8532,-18.7434,-0.2988
IMSYS SS Equity,IMSYS AB, ,-2.4444,-1.7279,-3.8022,-7.6482,-16.6077,-30.2917, , 
ICP1V FH Equity,INCAP OYJ,17.9888,22.8054,74.2664,120.25,31.7229,37.3556,16.666,13.413,9.1456
INCOAX SS Equity,INCOAX NETWORKS AB,-68.008,-46.76,-46.0061,-147.1951,-137.7166,-99.2782,-245.7819,-159.2526,-51.1304
IPUB US Equity,INDIEPUB ENTERTAINMENT INC, , , , ,-10.8628, , , , 
IDR SM Equity,INDRA SISTEMAS SA,93.0085,29.9908,19.8017,14.8365,-1.9924,13.8877,10.7137,16.0063,3.547
INDCT NO Equity,INDUCT AS,-4.2491,-0.9771,-2.4539,-2.0244,-3.2128,-21.0739,-17.1106,-51.2513,-8.1406
IFCN SW Equity,INFICON HOLDING AG-REG,69.5363,160,132.8631,123.5437,30.6686, , , , 
IFX GR Equity,INFINEON TECHNOLOGIES AG,12.807,24.8302,19.3537,9.2453,4.3037,18.7258,21.6029,15.6032,11.3881
IMCI US Equity,INFINITE GROUP INC, , ,-2.0148,-4.9952,0.0044,1.1706,0.8193,-1.6107,-0.2991
IAI CN Equity,INFINITII AI INC,-15.3925,-92.003,-109.0107,-24.7064,-16.929,-36.2947,-54.2139,-3.1613,-20.5078
MLIFC FP Equity,INFOCLIP, , , , , , , , , 
INOW US Equity,INFONOW CORPORATION, , , , ,-88.625, , , , 
LYK GA Equity,INFORM P LYKOS HOLDINGS SA, , , ,2.1005,1.5999,2.0996,-4.5881,0.8596,0.6615
INFA US Equity,INFORMATICA INC - CLASS A,0.8698,0.2217,0.3282,0.4523,0.1391,-0.3956,-0.5974, , 
INF FP Equity,INFOTEL,35.5014,30.4083,33.3924,34.4568,29.4215,49.2687,1771.3077,554.0952,2370.8889
INFRA SS Equity,INFRACOM GROUP AB,4.6414,10.7131,41.0428,42.4084,32.7382,11.4154,11.655, , 
IFXY US Equity,INFRAX SYSTEMS INC, , , , , , , , , 
ING LN Equity,INGENTA PLC,939.5,110.6471,88,407.5,65.2,-1211,-190.3333,33.9355,40.16
INGM US Equity,INGRAM MICRO HOLDING CORP,2.4173,2.4839,10.1456, , , , , , 
ININ NO Equity,ININ GROUP AS,-2.2657,-3.4763,-39.4596,-141.2864,-125.1331,-35.7323,-12.3622, , 
INISSB SS Equity,INISSION AB,3.6838,4.0285,3.9192,-1.2748,4.6965,7.7009,9.6578,6.3022,7.2478
IXX GR Equity,INIT INNOVATION IN TRAFFIC S,9.8331,13.5855,37.9965,16.1883,19.4535,14.4384,9.9491,12.4609,19.9059
INND US Equity,INNERSCOPE HEARING TECHNOLOG, , , , ,-2.5132, ,-2.1339,-15.8693,20.7761
1INN GR Equity,INNOSCRIPTA SE, , , , , , , , , 
MPEG US Equity,INNOVACOM INC, , , , , , , , , 
INQR US Equity,INNOVAQOR INC, , , , , , , , , 
INSG US Equity,INSEEGO CORP, , , , , , , , , 
INSG LN Equity,INSIG AI PLC,-139.3266,-261.866,-295.5403, ,-230.215, ,-230.215,-214.5867,-108.0554
NSIT US Equity,INSIGHT ENTERPRISES INC,6.6956,10.208,10.4742,8.1958,6.5292,8.4484,10.2351,9.3494,17.2499
ISGI CN Equity,INSURAGUEST TECHNOLOGIES INC,-187.5653, , ,-39937.0781,-240.7484, , , , 
INTA US Equity,INTAPP INC, ,-443.9808,-362.9781,-0.933,-0.6035,-0.2057, , , 
IAS US Equity,INTEGRAL AD SCIENCE HOLDING, , , , , , , , , 
IBSS US Equity,INTEGRATED BUSINESS SYSTEMS, , , , ,-11.2627, , , , 
IGPK US Equity,INTEGRATED CANNABIS SOLUTION, , , , , , , , , 
ICS CN Equity,INTEGRATED CYBER SOLUTIONS I,-14.4014,-59.6482, , , , , , , 
ISVG US Equity,INTEGRATED SERVICES GROUP IN, , , , , , , , , 
INTC US Equity,INTEL CORP,-4.6085,0.0391,1.822,19.5538,24.486,22.9292,24.1867,18.8217,15.1302
KASH CN Equity,INTELLABRIDGE TECHNOLOGY COR, , , , , , , , , 
INT PZ Equity,INTELLIAM AI PLC, ,10.9121,29.0435, , , , , , 
IDN US Equity,INTELLICHECK INC, , , , , , , , , 
4971 TT Equity,INTELLIEPI INC,-8.7098,-24.5679,955.7931,485.2653,149.3148,162.361, , ,12091.083
ITLI US Equity,INTELLIGENTIAS INC, , , , ,-0.6939, , , , 
INLX US Equity,INTELLINETICS INC,-0.4655,1.8828, , , , , , , 
ITVI US Equity,INTERACT-TV INC, , , , , , , , , 
TRNR US Equity,INTERACTIVE STRENGTH INC,-3.777,-34.3073,-57.0851,-39.7283,-64.3463, , , , 
ICCO US Equity,INTERCARE DX INC, , , , , , , , , 
IGP LN Equity,INTERCEDE GROUP PLC,86.2222,7.36,5.0723,3.5547,1.9983,0.2117, , , 
IDCC US Equity,INTERDIGITAL INC,9.6764,4.9449,5.1029,2.8228,1.3522,0.9238,1.7409,16.8952,20.6999
LINK US Equity,INTERLINK ELECTRONICS INC, , , , , , , ,267.375, 
ICRD US Equity,INTERNATIONAL CARD ESTABLISH, , , , ,-16.3368, , , , 
ISHA GR Equity,INTERSHOP COMMUNICATIONS AG,-0.9534,-5.5282,-6.2495,2.3901,4.7692,-37.1761,-37.8987,1.0355,-8.5376
ITEC US Equity,INTERTECH SOLUTIONS INC, , , , , , , , , 
INTT US Equity,INTEST CORP,4.0118,15.3741,16.8835,95.0449,-36.8788, , , , 
IBM US Equity,INTL BUSINESS MACHINES CORP,4.8631,5.2768,6.1566,5.3998,3.1261,5.118,16.792,18.8274,18.1551
IDIG US Equity,INTL DIGITAL HOLDING INC, , , , , , , , , 
INX CN Equity,INTOUCH INSIGHT LTD,2.3112,1.8356,4.8079,0.2199,-0.607,7.0701,-87.0599,-9.7039,2.9735
INTZ US Equity,INTRUSION INC,-25.2874,-6.3803,-6.9025,-928.7143,-1087.1666,97.9783,13.1005,-3.5837,-9.7034
INTU US Equity,INTUIT INC,15,12.6653,31.7407,86.2069,155.4286,123.6,78,45.7419,35.4857
IVSO SS Equity,INVISIO AB,804.6,24.7857,9.5882,10.375, , , ,15.1154,456.4495
IVX GR Equity,INVISION AG, , ,-23.2878,-7.8454,10.6234,9.0615,19.3757,36.8435, 
FRILAN SS Equity,INVOICERY GROUP AB,92.6142,0.1692,3214.3333, , , , , , 
INXTF US Equity,INX LTD-INX TOKENS,-62.3795,-96.9231,-21.7149,-125.2412,-503.5217,-41.4286, , , 
IOS GR Equity,IONOS GROUP SE,16.6236,3.4523,2.2911,2.3262,2.2303,1.8263,1.855, , 
IONQ US Equity,IONQ INC, , , , , , , , , 
IPGP US Equity,IPG PHOTONICS CORP, , , , , , , , , 
IQE LN Equity,IQE PLC,-14.1505,-13.6304,-67.6133,-24.7028,-6.8261,-11.5511,130.0455,9.2263,12.4627
ALITL FP Equity,IT LINK SA,10.7054,18.4674,34.4412,36.3534,23.3259,23.1275,13.6267,17.8434,29.7674
ITERA NO Equity,ITERA ASA,11.4989,138.4329,82.323,199.3265,159.2188,109.3716,69.1696,54.7051,36.445
ITE FP Equity,ITESOFT, ,13.5,12,3.4483,0.4425,4.8476,22.5814,31.117,7.9909
ITIM LN Equity,ITIM GROUP PLC,1.7384,-25.7561, ,14.9552,5.6404,3.5294,3.1789,5.0706,-1.5732
IVU GR Equity,IVU TRAFFIC TECHNOLOGIES AG,20.0096,29.3377,49.0833,30.0588,41.4754,32.4335,34.7316,32.6854,7.564
IZER SM Equity,IZERTIS SA,1.9251,2.4138,1.1814,1.7833,6.2061,2.5489,7.9696,1.3726, 
IZNN US Equity,IZON NETWORK INC, , , , , , , , , 
JBL US Equity,JABIL INC,11.6358,7.4612,9.2252,8.1154,2.8747,3.7162,3.6386,2.9711,3.8293
JJ CN Equity,JACKPOT DIGITAL INC,0.1776,-1.7394,-3.3263,-3.4922,-2.2471,-0.8946,-1.5735,-3.9291,-4.7761
JAMF US Equity,JAMF HOLDING CORP, , , , , , , , , 
JEN GR Equity,JENOPTIK AG,140.7369,53.05,41.9871,34.1674,15.9812,38.42,27.4578,20.9624,15.8555
FROG US Equity,JFROG LTD, , , , , , , , , 
JGHG US Equity,JINZISHENG HOLDING GROUP, , , , , , , , , 
JLT SS Equity,JLT MOBILE COMPUTERS AB,-277.825,69.0952,23.4312, ,3.6059, ,49.5175,1546, 
JDT SS Equity,JONDETECH SENSORS AB,-50.9154,-12.0108,-5.7173,-162.878,-98.3836,-164.4619,-33347.9023,-25317.8047,-344024.4063
SPZID US Equity,JP 3E HOLDINGS INC, , , , , , , , , 
IDGR US Equity,JZZ TECHNOLOGIES INC, , , , , , , , , 
KBT LN Equity,K3 BUSINESS TECHNOLOGY GROUP,-6.3254,-7.1312,-11.0947,-2129.6667,-72.2794,0.2006,1.0255, ,8.9552
KNOS LN Equity,KAINOS GROUP PLC,181.9461,745.7183,621.8243,645.3205,374.4754, ,7100,13255, 
ALKAL FP Equity,KALRAY SADIR, ,-164.2828,-133.5442,-344.8704,-396.7297,-152.4,-51.8655,-40.254,-41.9291
KLTR US Equity,KALTURA INC, , , , ,-0.1817,-0.2484, , , 
KTCG AV Equity,KAPSCH TRAFFICCOM AG,2.029,0.4676,1.6411,-16.9,-2.8572,11.1167,6.6007,8.6029,10.5779
KBR US Equity,KBR INC,4.5972,3.8957,3.9425,2.8875,0.6867,3.6566,7.0909,12.6667, 
KEBNIB SS Equity,KEBNI AB,53.0172,-4841.75,-8964.7139,-142.3346,-15.5013, ,-8.3372, ,-4.3322
KENH SS Equity,KENTIMA HOLDING AB,-0.3772,2.1131,2.5975,4.5957,-3.5833,9.7268,23.0725,-1.071,-8.7288
KTCC US Equity,KEY TRONIC CORP, , , , , , , , , 
ALKEY FP Equity,KEYRUS,1.2833,2.2383,4.0771,4.209,3.0653,1.1382,9.3522,7.7646, 
KEYW BB Equity,KEYWARE TECHNOLOGIES-REGR,73.9063,17.6552,39.5161,4.4074,-7.3889,3.4952,1.7651,5.2192,19.9623
KILI SS Equity,KILIARO GROUP AB, ,-12.1713,-95.3447, ,-17.3985,0.2739, , , 
KXS CN Equity,KINAXIS INC, , , , , , , , , 
KSEZ US Equity,KINETIC SEAS INC, , , , ,7.8571, , , , 
KIT NO Equity,KITRON ASA,3.3333,4.9014,6.6091,9.2758,10.6709,7.9701,13.4687,16.557,9.7074
KIWB US Equity,KIWIBOX.COM INC, , , , ,-0.3369, , , ,-0.3369
KLAC US Equity,KLA CORP,10.7508,13.4529,22.7903,15.8171,9.3727,11.1503,13.4628,10.442,7.8157
KLAPPB IR Equity,KLAPPIR GRAENAR LAUSNIR HF-B, ,1.3118,-9.6524,3.7826,-8.5874,-15.0996,0.2884,-2.7854,-11.5586
KVYO US Equity,KLAVIYO INC-A, , , ,-9904.125, , , , , 
KLDI US Equity,KLDISCOVERY INC, ,0.5139,0.2202,-0.1047,0.0353,0.0536, , , 
KLGG US Equity,KLEGG ELECTRONICS INC, , , , , , , , , 
CLIMATE SS Equity,KLIMATOR AB,-2.9972,-24.8992,-42.0358,-141.3562,-69.9312,29.0976, , , 
ALSIM FP Equity,KLIMVEST PLC, , , , , , ,-18.911,-10.5113,-20.5574
KSI CN Equity,KNEAT.COM INC,-1.6227,-12.5099,-42.7604,-22.298,-34.0996,-75.0522,-211.7401,-182.9539,-134.298
KNOW SS Equity,KNOW IT AB,3.6374,4.8949,12.5981,34.6179,66.5498,189.1849,165.4531,122.2849,70.977
KN US Equity,KNOWLES CORP,2.5771,5.8649,-96.4651,8.0417,1.7076,5.3072,4.6867,1.9471,2.2049
KONSOL DC Equity,KONSOLIDATOR A/S,-5.3962,-4.8803,-6.9854,-198,-133.6667,-105.1694,1.0442,-35.5332,-39.1724
KONT SS Equity,KONTIGO CARE AB,2.0185,1.2353,290,-23.7166,-12.3475,-9.409,-43.4942,-40.6099,-46.831
KTN GR Equity,KONTRON AG,4.7525,7.4407,-0.2501,4.8513,11.1709,10.776,19.7839,12.2201,8.2031
KOPN US Equity,KOPIN CORP, , , , , , , , , 
KOSS US Equity,KOSS CORP, , , , , , ,-69.7888,-800.9606,373.5165
KOVO CN Equity,KOVO+ HOLDINGS INC,-1.4562,-5.9427,-1.0689,-2.4447, , , , , 
KSC GR Equity,KPS AG,-6.9696,0.0006,14.0465,16.9156,8.1183,21.7965,13.2148,186.4254,234.8316
KMK LN Equity,KROMEK GROUP PLC,-0.7476,-4.9373,-9.323,-10.4106,-30.553,-1.5877,-10.3128,-83.4222,-48.3333
KBNT US Equity,KUBIENT INC, , ,-1306.405,-1237.2778,-4.2613,-4.0462,-73.7973, , 
KUD SW Equity,KUDELSKI SA-BR,-6.7042,-0.1944,0.0866,4.549,2.4121,-2.43,-1.1459,3.438,14.0576
KULR US Equity,KULR TECHNOLOGY GROUP INC,-72.6107,-31.1962,-19.5389,-3451.2634,-444.2733,-1252.7045,-2520.0823,-220.1337, 
KUR/H CN Equity,KURE TECHNOLOGIES INC,-7.3636,-7.8065,-5.8511,-21.3889,-16,-35,-35.8571, , 
KVIX SS Equity,KVIX AB, , , , , , , , , 
KD US Equity,KYNDRYL HOLDINGS INC,-0.0164,-7.6809,-22.507,-28.4844,-26.6349,-7,-6.4824, , 
LTX CN Equity,LABRADOR RESOURCES INC,-0.6441,-0.9967,-29.2278,-6.7177,-15.1682,-15.8026,-87.7003,-2.4727,-2.6824
LBWR US Equity,LABWIRE INC, , , , , , , , , 
LAGRB SS Equity,LAGERCRANTZ GROUP AB-B SHS,628,1062,37.4286,28.8947,26.2778,26.0588,29.0769,35.9,35.4444
LRCX US Equity,LAM RESEARCH CORP,23.0188,27.7529,29.1289,21.4865,15.0688,21.0188,32.9952,16.1562,7.9709
LMMY US Equity,LAMY, , , , , , , , , 
LNDNS US Equity,LANDA APP 2 INT SER - 3192 L, , , , , , , , , 
LMBLS US Equity,LANDA APP 3 LLC 6696 MABLETO, , , , , , , , , 
LTRX US Equity,LANTRONIX INC, , , , , , ,44.6667,-7.9565,-60.25
ALLGO FP Equity,LARGO SA,-9.2175,-50.0471,-44.0604,-135.2626,-41.6184,-44.718, , , 
LTCH US Equity,LATCH INC, , ,-53.2523,-19.2613,-19.482, , , , 
LTTC US Equity,LATTICE INC, , , , ,-4.1221, , , , 
LSCC US Equity,LATTICE SEMICONDUCTOR CORP, , ,45.1922,36.821,5.0329,5.0329,-0.1515,-2.532,-1.3135
LVIDE NA Equity,LAVIDE HOLDING NV,-14.3369,-15.0583,-53,-139,-47,-8.8,-9.0274,-14.9231,-25.5556
LEADD FH Equity,LEADDESK OYJ,-0.5687,-2.8606,-6.894,-3.3286,4.626,9.4907,2.1102,-2.7837, 
LSS FP Equity,LECTRA,7.5214,9.102,13.9798,18.5349,76.3095,116.4929,90.2444,79.6633,82.1167
LEDIBOND DC Equity,LED IBOND INTERNATIONAL A/S,-32.9279,-22.4623,-13.4908, ,-3.8455,-4.6195,-5.5411, , 
LDOS US Equity,LEIDOS HOLDINGS INC,9.4663,2.9292,5.4673,6.2609,6.2041,6.2041,5.1655,3.777,4.3438
LEMON FH Equity,LEMONSOFT OYJ,8.263,21.0703,142.6054,134.3073,204.8884,1098.1504,261.1489, , 
LTV CN Equity,LEONOVUS INC,-18,-19.0714,-15.4359,-20.8966,-7.7215,-54.3133,-1687.6666,-22.9014,-245.6
ALLEX FP Equity,LEXIBOOK LINGUISTIC ELECTRON,12.345,9.1805,12.1697,6.9682,0.2711, , , , 
LIBP US Equity,LIBERTY PLUGINS INC, , , , , , , , , 
LTCP US Equity,LIFE'S TIME CAPSULE SERVICES, , , , , , , , , 
360 AU Equity,LIFE360 INC-CDI, , , , , ,-151.1198,-52.5231,-41.6824,-47.464
LGTT US Equity,LIGATT SECURITY INTERNATIONA, , , , , , , , , 
