Ticker,Name,Debt/Assets:2024,Debt/Assets:2023,Debt/Assets:2022,Debt/Assets:2021,Debt/Assets:2020,Debt/Assets:2019,Debt/Assets:2018,Debt/Assets:2017,Debt/Assets:2016
ALLOG FP Equity,LOGIC INSTRUMENT,25.3916,31.5727,15.6391,19.0495, ,5.8183,5.0209,6.7729,7.4764
LGMK US Equity,LOGICMARK INC,0,0.7061,0.7393,0.8429,40.4466,47.5555,39.1964,26.2238,42.4216
LGIQ US Equity,LOGIQ INC, ,0,0,0.2679,2.9102,0,0,0,0
LOGISMOS GA Equity,LOGISMOS INFORMATION SYSTEMS, ,5.6374,7.9499,9.7226,9.3628,8.8417,8.1117,0.5794,1.7728
LOGN SW Equity,LOGITECH INTERNATIONAL-REG,2.1368,1.9944,1.0382,0.8309,1.2897,0,0,0,0
LOIHDE FH Equity,LOIHDE OYJ,9.6251,7.0685,5.8222,0.0455,0.0293,3.7715,11.8906,21.6591,17.666
LOKO NO Equity,LOKOTECH GROUP AS,0,0,0,0,0, , , , 
DTK MV Equity,LOQUS HOLDINGS PLC,10.2517,12.0909,11.9686,11.8052,14.1929,13.7581,13.7633,13.7493,14.5304
LTEC US Equity,LOUD TECHNOLOGIES INC, , , , , , , , , 
LOYAL SS Equity,LOYAL SOLUTIONS A/S,98.1399,81.8888,37.7963,23.1325,35.2678,42.3031,27.5932, , 
LSX GR Equity,LS TELCOM AG,30.033,20.949,20.5331,26.7133,34.1182,16.2699,19.5478,21.7583,19.9253
LUCN US Equity,LUCENT INC, , , ,0,0,0,0,0, 
LUMEN SS Equity,LUMENRADIO AB,2.2715,3.493,7.7074,9.4013,22.9516,9.2864, , , 
LITE US Equity,LUMENTUM HOLDINGS INC,65.0983,62.0388,46.5139,34.911,36.1204,30.9836,21.1318,25.7523,0
LMN CN Equity,LUMINE GROUP INC,21.9065,14.0531,6.4678,1.4053, , , , , 
LUNA US Equity,LUNA INNOVATIONS INC, , ,18.7534,16.5068,20.5661,3.8661,0.9641,3.8526,8.0376
LUXX CN Equity,LUXXFOLIO HOLDINGS INC,0,0,32.3766,48.3447,0,0,0, , 
LVPA US Equity,LVPAI GROUP LTD, , , , , , , , , 
ALMII FP Equity,M2I,18.1705,17.5076,16.9184,20.0878,32.3779,23.2117,2.0836,2.3718, 
MTSI US Equity,MACOM TECHNOLOGY SOLUTIONS H,29.1607,32.84,39.7342,49.1256,63.5763,62.6595,46.8634,41.93,49.0974
MLMCA FP Equity,MACOMPTA FR SAS, ,0, , , , , , , 
MCZAF US Equity,MAD CATZ INTERACTIVE INC, , , , , , , , ,29.6238
MTEC LN Equity,MADE TECH GROUP PLC,0,0.6938,1.5108,40.8671,19.1953,31.5703, , , 
MLMGL FP Equity,MAGILLEM DESIGN SERVICES, , , , , , , , , 
AVNY US Equity,MANARIS 2010 CORP, , , , , , , , , 
MANH US Equity,MANHATTAN ASSOCIATES INC,6.7753,3.5824,3.5124,5.553,7.3939,10.5021,0,0,0
MPTH/H CN Equity,MAPATH CAPITAL CORP, , , , , , , , , 
MAPS IM Equity,MAPS SPA,23.2551,32.5459,41.5103,34.6437,40.1372,32.4141,35.4764,4.065, 
MAPS DC Equity,MAPSPEOPLE A/S,44.17,34.2039,33.9263,17.3764,31.1322,57.5767,11.3937, , 
MAPT US Equity,MAPTELLIGENT INC, , , , , , , , , 
MRZM US Equity,MARIZYME INC, ,7.8805,6.7666,2.6604,2.7989,0,0,0,0
MTLO CN Equity,MARTELLO TECHNOLOGIES GROUP,49.9192,52.8019,27.1549,22.2494,12.312,11.5845,0,0,0
MRVL US Equity,MARVELL TECHNOLOGY INC,20.733,21.0349,21.3785,12.3521,14.2229,17.298,0,0,0
MGLD US Equity,MARYGOLD COMPANIES INC/THE,3.0001,2.3748,3.9786,5.4721,5.6254,2.8395,2.6124,3.0797,4.4015
MASHUP SS Equity,MASHUP IRELAND AB, ,68.7237,46.4261, , , , , , 
MHH US Equity,MASTECH DIGITAL INC,3.3646,4.8267,4.4986,15.7596,20.2644,33.0897,41.8042,38.6921,25.1602
MSWCS US Equity,MASTERWORKS 007 LLC, , , , , , , , , 
MKAWS US Equity,MASTERWORKS 008 LLC, , , , , , , , , 
MSWDS US Equity,MASTERWORKS 009 LLC, , , , , , , , , 
MKOOS US Equity,MASTERWORKS 017 LLC, , , , , , , , , 
MSKHS US Equity,MASTERWORKS 018 LLC CL A, , , , , , , , , 
MWCWS US Equity,MASTERWORKS 024 LLC, , , , , , , , , 
MWBHS US Equity,MASTERWORKS 026 LLC, , , , , , , , , 
MWOPS US Equity,MASTERWORKS 027 LLC, , , , , , , , , 
MWRBS US Equity,MASTERWORKS 029 LLC, , , , , , , , , 
MWOTS US Equity,MASTERWORKS 030 LLC, , , , , , , , , 
MWOYS US Equity,MASTERWORKS 034 LLC CL A, , , , , , , , , 
MSWAS US Equity,MASTERWORKS 037 LLC, , , , , , , , , 
MKSQS US Equity,MASTERWORKS 039 LLC CL A, , , , , , , , , 
MTWFS US Equity,MASTERWORKS 041 LLC, , , , , , , , , 
MWDMS US Equity,MASTERWORKS 042 LLC, , , , , , , , , 
MSWBS US Equity,MASTERWORKS 043 LLC, , , , , , , , , 
MWRXS US Equity,MASTERWORKS 044 LLC, , , , , , , , , 
MTWES US Equity,MASTERWORKS 046 LLC, , , , , , , , , 
MROFS US Equity,MASTERWORKS 047 LLC, , , , , , , , , 
MWRAS US Equity,MASTERWORKS 051 LLC, , , , , , , , , 
MTWIS US Equity,MASTERWORKS 053 LLC, , , , , , , , , 
MWKSS US Equity,MASTERWORKS 054 LLC, , , , , , , , , 
MXZFS US Equity,MASTERWORKS 057 LLC, , , , , , , , , 
MTRWS US Equity,MASTERWORKS 058 LLC, , , , , , , , , 
MWZSS US Equity,MASTERWORKS 060 LLC, , , , , , , , , 
MTWJS US Equity,MASTERWORKS 062 LLC, , , , , , , , , 
MWYKS US Equity,MASTERWORKS 063 LLC CL A, , , , , , , , , 
MTWLS US Equity,MASTERWORKS 064 LLC, , , , , , , , , 
MSFFS US Equity,MASTERWORKS 065 LLC, , , , , , , , , 
MWSSS US Equity,MASTERWORKS 066 LLC LTD, , , , , , , , , 
MRWFS US Equity,MASTERWORKS 067 LLC, , , , , , , , , 
MWXXS US Equity,MASTERWORKS 068 LLC, , , , , , , , , 
MXKSS US Equity,MASTERWORKS 073 LLC, , , , , , , , , 
MWRQS US Equity,MASTERWORKS 074 LLC, , , , , , , , , 
MWRES US Equity,MASTERWORKS 075 LLC, , , , , , , , , 
MWOOS US Equity,MASTERWORKS 079 LLC, , , , , , , , , 
MKSRS US Equity,MASTERWORKS 080 LLC CL A, , , , , , , , , 
MSKES US Equity,MASTERWORKS 081 LLC, , , , , , , , , 
MSWOS US Equity,MASTERWORKS 082 LLC, , , , , , , , , 
MWKES US Equity,MASTERWORKS 085 LLC, , , , , , , , , 
MKOES US Equity,MASTERWORKS 086 LLC, , , , , , , , , 
MWQFS US Equity,MASTERWORKS 088 LLC, , , , , , , , , 
MWZNS US Equity,MASTERWORKS 090 LLC, , , , , , , , , 
MMXSS US Equity,MASTERWORKS 091 LLC, , , , , , , , , 
MRWNS US Equity,MASTERWORKS 094 LLC, , , , , , , , , 
MWERS US Equity,MASTERWORKS 096 LLC CL A, , , , , , , , , 
MSKWS US Equity,MASTERWORKS 100 LLC, , , , , , , , , 
MKKWS US Equity,MASTERWORKS 102 LLC, , , , , , , , , 
MRONS US Equity,MASTERWORKS 103 LLC, , , , , , , , , 
MWRYS US Equity,MASTERWORKS 104 LLC, , , , , , , , , 
MWKPS US Equity,MASTERWORKS 107 LLC, , , , , , , , , 
MWXZS US Equity,MASTERWORKS 108 LLC CL A, , , , , , , , , 
MWQHS US Equity,MASTERWORKS 110 LLC, , , , , , , , , 
MTWUS US Equity,MASTERWORKS 111 LLC, , , , , , , , , 
MXOOS US Equity,MASTERWORKS 114 LLC, , , , , , , , , 
MWKYS US Equity,MASTERWORKS 115 LLC LTD, , , , , , , , , 
MWRZS US Equity,MASTERWORKS 117 LLC, , , , , , , , , 
MKSNS US Equity,MASTERWORKS 118 LLC, , , , , , , , , 
MKOTS US Equity,MASTERWORKS 121 LLC, , , , , , , , , 
MWRCS US Equity,MASTERWORKS 122 LLC, , , , , , , , , 
MTWXS US Equity,MASTERWORKS 123 LLC, , , , , , , , , 
MWKIS US Equity,MASTERWORKS 125 LLC, , , , , , , , , 
MWOXS US Equity,MASTERWORKS 130 LLC, , , , , , , , , 
MWQGS US Equity,MASTERWORKS 133 LLC, , , , , , , , , 
MWWKS US Equity,MASTERWORKS 134 LLC, , , , , , , , , 
MWORS US Equity,MASTERWORKS 136 LLC, , , , , , , , , 
MSAOS US Equity,MASTERWORKS 139 LLC CL A, , , , , , , , , 
MWKWS US Equity,MASTERWORKS 140 LLC, , , , , , , , , 
MWQLS US Equity,MASTERWORKS 142 LLC, , , , , , , , , 
MWRSS US Equity,MASTERWORKS 148 LLC, , , , , , , , , 
MWKXS US Equity,MASTERWORKS 149 LLC, , , , , , , , , 
MWSCS US Equity,MASTERWORKS 150 LLC, , , , , , , , , 
MWQWS US Equity,MASTERWORKS 153 LLC, , , , , , , , , 
MWKOS US Equity,MASTERWORKS 154 LLC, , , , , , , , , 
MWOFS US Equity,MASTERWORKS 155 LLC, , , , , , , , , 
MWOSS US Equity,MASTERWORKS 161 LLC, , , , , , , , , 
MKSOS US Equity,MASTERWORKS 162 LLC - A, , , , , , , , , 
MWSTS US Equity,MASTERWORKS 163 LLC CL A, , , , , , , , , 
MWLTS US Equity,MASTERWORKS 164 LLC, , , , , , , , , 
MWLOS US Equity,MASTERWORKS 168 LLC, , , , , , , , , 
MSOKS US Equity,MASTERWORKS 169 LLC, , , , , , , , , 
MKPKS US Equity,MASTERWORKS 172 LLC, , , , , , , , , 
MTWDS US Equity,MASTERWORKS 174 LLC, , , , , , , , , 
MSWZS US Equity,MASTERWORKS 180 LLC, , , , , , , , , 
MKSBS US Equity,MASTERWORKS 183 LLC CL A, , , , , , , , , 
MWOES US Equity,MASTERWORKS 186 LLC, , , , , , , , , 
MWRNS US Equity,MASTERWORKS 198 LLC, , , , , , , , , 
MWQZS US Equity,MASTERWORKS 200 LLC CL A, , , , , , , , , 
MKSLS US Equity,MASTERWORKS 203 LLC, , , , , , , , , 
MTWCS US Equity,MASTERWORKS 209 LLC, , , , , , , , , 
MMSSS US Equity,MASTERWORKS 215 LLC, , , , , , , , , 
MWCMS US Equity,MASTERWORKS 216 LLC, , , , , , , , , 
MWRGS US Equity,MASTERWORKS 217 LLC, , , , , , , , , 
MTWAS US Equity,MASTERWORKS 224 LLC-CL A, , , , , , , , , 
MWKTS US Equity,MASTERWORKS 248 LLC, , , , , , , , , 
MWOVS US Equity,MASTERWORKS 253 LLC CL A, , , , , , , , , 
MSWWS US Equity,MASTERWORKS 262 LLC CL A, , , , , , , , , 
MWPNS US Equity,MASTERWORKS 264 LLC, , , , , , , , , 
MWRUS US Equity,MASTERWORKS VAULT 1 SER 319, , , , , , , , , 
MKSCS US Equity,MASTERWORKS VAULT 2 SER 328, , , , , , , , , 
MWRPS US Equity,MASTERWORKS VAULT 2 SER 397, , , , , , , , , 
MWKVS US Equity,MASTERWORKS VAULT 3 LLC, , , , , , , , , 
MWVLS US Equity,MASTERWORKS VAULT 4 SER 385, , , , , , , , , 
MWRRS US Equity,MASTERWORKS VAULT 5 SER 430, , , , , , , , , 
MFT IM Equity,MATICA FINTEC SPA,25.3661,33.1065,37.0182,47.1842,38.3102,26.6688,33.4819,35.9721, 
MAVEN SS Equity,MAVEN WIRELESS SWEDEN AB,2.9644,2.704,3.1571,6.4925,17.9129,19.9058,6.7353, , 
MMS US Equity,MAXIMUS INC,30.9081,35.8576,37.7216,41.4556,10.5524,0.5532,0,0.0495,12.2785
MXL US Equity,MAXLINEAR INC,17.2744,14.603,13.1861,32.3387,38.3981,31.32,34.9457,42.1415,0
MCLD/H CN Equity,MCLOUD TECHNOLOGIES CORP, , , ,20.5006,49.6881,61.1297,1.2558,0,0
MDWK US Equity,MDWERKS INC, , , , , , , , , 
MEDHLP SS Equity,MEDHELP CARE AB,15.3956,13.6948,4.6472,0.9192,8.3072,8.5092, , , 
MLLAB FP Equity,MEDIA LAB SPA, ,3.1974,6.1466,6.0882,8.7067,11.3921,8.7522, ,70.5044
MDGC US Equity,MEDIAG3 INC, , , , , , , , , 
ALMDT FP Equity,MEDIAN TECHNOLOGIES,137.1066,64.0388,52.2286,33.4454,61.9404,6.811,0,0.0117,0.986
MEDT US Equity,MEDIATECHNICS CORP, , , , , , , , , 
MEDE US Equity,MEDIES, , , , , , , , , 
MDXL US Equity,MEDIXALL GROUP INC, , , , , , , , , 
AMI GR Equity,MEDONDO HOLDING AG, ,20.6454,8.3789,8.4444,6.921,36.271,41.3384,37.9453,44.8466
MELE BB Equity,MELEXIS NV,24.8452,21.7272,0.7323,1.0033,15.1714,15.9699,8.1866,3.7399,4.227
MLTR SS Equity,MELTRON AB, , ,4.7434,3.8931,18.2775,0,0,0,0
OEE/H CN Equity,MEMEX INC, , ,118.8599,88.7586,96.4638,61.7855,32.2062,16.1651,13.7401
MEMS FP Equity,MEMSCAP SA,19.5323,21.7297,22.5369,24.3169,26.583,26.2175,27.5377,4.6325,5.0964
MUM GR Equity,MENSCH UND MASCHINE SOFTWARE,9.0291,10.2554,20.1978,14.5595,19.734,23.5438,19.6123,23.6418,26.4271
MLNK US Equity,MERIDIANLINK INC,48.8661,42.6422,40.3065,41.672,53.941,59.8433, , , 
MHRE US Equity,MESA HOME RESOURCES INC, , , , , , , , , 
MMATQ US Equity,META MATERIALS INC, ,20.191,1.931,1.7508,51.0897,55.8327,46.8847,36.5668,27.9578
METG CN Equity,METAGUEST.AI INC,58.9051,34.9461,37.5124,0, , , , , 
MTPR US Equity,METAPOWER INTERNATIONAL INC, , , , , , , , , 
ALTHO FP Equity,METAVISIO SA, ,38.2771,56.2795,60.9405,53.886,32.6131, , , 
DDD CN Equity,METAVISTA 3D INC, ,0, , , , , , , 
MTK IM Equity,METRIKS AI SPA SOCIETA' BENE, , , , , , , , , 
WOWI US Equity,METRO ONE TELECOMMUNICATIONS, , ,32.9729, , , , , , 
M3V GR Equity,MEVIS MEDICAL SOLUTIONS AG,17.2211,17.5411,24.9637,16.5096,20.5244,6.5675,6.7448,23.2136,13.3549
ALMEX FP Equity,MEXEDIA SPA, , ,29.9686, , , , , , 
ALMDG FP Equity,MGI DIGITAL GRAPHIC TECHNOLO,7.3455,6.4333,6.5906,12.7588,17.276,7.6741,8.3459,11.1662,12.8439
MGTI US Equity,MGT CAPITAL INVESTMENTS INC, ,145.279,17.0496,1.8106,2.651,3.0275,245.6979,0,120.5451
MSABB SS Equity,MICRO SYSTEMATION AB-B,15.7157,16.3784,19.2101,4.8116,10.2493,14.8911,0,0,0
MCRT US Equity,MICROART INC, , , , , , , , , 
MCHP US Equity,MICROCHIP TECHNOLOGY INC,38.8145,40.3169,48.4589,55.0362,55.2126,56.1689,37.1591,38.3835,44.3022
HOLO US Equity,MICROCLOUD HOLOGRAM INC,0.48,3.7527,1.6239,0,104.9164,0, , , 
SAAS LN Equity,MICROLISE GROUP PLC,0.9722,1.1839,1.385, , ,0,0, , 
MU US Equity,MICRON TECHNOLOGY INC,20.2806,21.6843,11.3393,12.4641,13.4692,11.9684,10.6879,31.5089,35.984
MSFT US Equity,MICROSOFT CORP,19.1056,19.2829,21.4889,24.6504,27.2509,30.1704,33.8067,38.1632,28.4469
MSTR US Equity,MICROSTRATEGY INC-CL A,28.086,47.3307,101.9142,62.9995,39.6767,12.3314,0,0,0
MVIS US Equity,MICROVISION INC,42.6193,11.5995,13.6492,4.8155,14.791,17.2187,0.2344,0,0
MIDO CN Equity,MIDORI CARBON INC,0, , , , , , , , 
MIDW LN Equity,MIDWICH GROUP PLC,31.1358,24.8029,25.9532,25.2865,21.1467,29.503,23.1052,24.391,23.5363
MJEM CN Equity,MIJEM NEWCOMM TECH INC, ,0,0,26.1393,144.0752, , , , 
MLMC US Equity,MIKE LINDELL MEDIA CORP, , , , , , , , , 
MIM CN Equity,MIMEDIA HOLDINGS INC, , , ,0,0,0,0, , 
MHUB CN Equity,MINEHUB TECHNOLOGIES INC,16.5315,53.2647, ,225.2989,1872.1378, , , , 
MINM US Equity,MINIM INC,0,0.1821,19.1607,10.0951,8.8163,0.7408,14.2518,1.0265,14.483
MITK US Equity,MITEK SYSTEMS INC,35.9238,34.6062,36.8158,30.8437,4.2246,0,0,0,0
MITI US Equity,MITESCO INC,582.2867,62251.7969,412.5368,48.6506,152.9066,197.6572,17661.9355, , 
MKSI US Equity,MKS INC,56.7404,56.2514,44.9587,22.6432,26.4537,27.783,13.3051,16.2785,27.6743
MTBLY US Equity,MOATABLE INC,1.7792,0.9326,0.3147,1.3833,7.0121,7.3683,19.4164,9.1398,11.2667
MBT LN Equity,MOBILE TORNADO GROUP PLC, ,576.62,524.0785,497.2067,353.6381,280.4355,334.5252,369.352,477.0941
MBLM CN Equity,MOBILUM TECHNOLOGIES INC, ,1.5966,0.5125,46.689,19.573, ,0,2653.302,2880.9219
MBO CN Equity,MOBIO TECHNOLOGIES INC,0,8.6575,75.0397,34.0743,0.2936,51.5533,48.4483,17.1012,12.9963
MBLV US Equity,MOBIVENTURES INC, , , , , , , , , 
MOBX US Equity,MOBIX LABS INC, , ,0,2.0666, , , , , 
MBQ GR Equity,MOBOTIX AG,10.534,17.1935,43.9667,36.6963,37.0983,31.9895,33.4074,34.3675,23.4753
MODEL SS Equity,MODELON AB-B,0,0,0,0,0,0, , , 
MDB US Equity,MONGODB INC,42.7816,45.9777,48.4907,69.9162,69.8174,29.5658,0,0,0
MPWR US Equity,MONOLITHIC POWER SYSTEMS INC,0.4366,0.3232,0.1844,0.3662,0.2564,0.2465,0,0,0
MVY CN Equity,MOOVLY MEDIA INC, ,320.2719,357.4311,106.8864,497.3482,332.7227,144.6592,13.4042, 
MODI SS Equity,MOTION DISPLAY SCANDINAVIA A,43.3761,38.8191,29.1102,19.2731,18.8148,22.975,18.1987,21.5931,18.2451
MTRK NA Equity,MOTORK PLC,33.186,24.4604,13.1274,10.0004,72.4389,53.8399,48.6035, , 
MSI US Equity,MOTOROLA SOLUTIONS INC,44.8852,49.1152,51.116,50.2912,52.4366,54.0124,56.5416,54.4712,51.9438
MOVE US Equity,MOVANO INC,0,0,0,0,160.1299,0, , , 
MVLA US Equity,MOVELLA HOLDINGS INC, , ,0.3041,0.0767, , , , , 
MVNT US Equity,MOVEMENT IND CORP, , , , , , , , , 
MITQ US Equity,MOVING IMAGE TECHNOLOGIES IN,5.9204,3.2333,0,44.1438,46.4762,0, , , 
XDSL US Equity,MPHASE TECHNOLOGIES INC, , , ,15.5178,3.0007,17.672,179913.6719,23564.1992,6785.4888
PENGU CY Equity,MR PENGU PCL, , , , , , , , , 
MSGL GR Equity,MSG LIFE AG,0,0,0,2.5966,3.9948,5.8395,3.5905,5.7216,14.3891
MUB GR Equity,MUEHLBAUER HOLDING AG, ,0,0,0,0,0,0,0,0
MSAI US Equity,MULTISENSOR AI HOLDINGS INC,1.1113,43.3179,11.1677,0, , , , , 
ALMUN FP Equity,MUNIC,23.3995,23.9355,24.6528,26.1618,20.008,43.6947,35.2687,37.3174, 
MUST/H CN Equity,MUST CAPITAL INC,0,0,0,0,0,0,0,251.1805,116.4107
MEC CN Equity,MUSTANG ENERGY CORP,0,0,0,0,0,1736.1111,90.6153,2.328,24.6385
C1V GR Equity,MVISE AG,46.8314,70.4155,44.2066,65.8379,70.5907,49.9273,50.7297,34.762,6.1581
MYCR SS Equity,MYCRONIC AB,2.1033,2.7338,3.6785,3.9602,4.9633,6.625,0.0295,0.3897,0.3896
M0YN GR Equity,MYNARIC AGNAMENS AKTIEN O N, ,74.0826,29.5327,8.3561,9.1896,1.9377,0,0, 
MYND US Equity,MYND.AI INC,28.8244,1.9348,21.9974,28.1122,30.8012,26.0338,0,0,0
SAFETYB SS Equity,MYSAFETY GROUP AB,6.9444,3.8512,8.973,3.4483,7.3209,6.0718,6.3037,1.534,0
MZPS US Equity,MYZIPSOFT INC, , , , , , , , , 
NABL US Equity,N-ABLE INC,27.5754,32.2084,34.8396,35.8086,1.6209,1.3836, , , 
NACON FP Equity,NACON SA,25.3688,25.2353,24.4268,18.7363,23.9293,30.2834,20.2359,14.1252, 
N4G GR Equity,NAGA GROUP AG/THE, ,0.1495,0.032,0,0.0031,0.1051,0,0,13.2438
NA9 GR Equity,NAGARRO SE,53.3582,53.9728,43.9914,51.8235,61.4608,60.603,44.8238,60.5979, 
CTZ CN Equity,NAMSYS INC,0,0,0,0.2049,0.9562,0,0,0,0
NMGX US Equity,NANO MAGIC INC, ,36.0792,31.8887,27.6918,34.6092,33.5788,33.4035,38.535,47.8302
NHIQ US Equity,NANTHEALTH INC, , ,167.5972,130.6584,111.3362,82.3113,70.0144,43.513,27.9139
NAPA NO Equity,NAPATECH A/S,22.8047,26.8875,24.9907,9.2414,14.5759,28.5758,45.6939,13.1901,1.9128
NARF LN Equity,NARF INDUSTRIES PLC,0,0,0,0,0, , , , 
NWUC US Equity,NATIONWIDE UTILITIES CORP, , , , , , , , , 
NVTS US Equity,NAVITAS SEMICONDUCTOR CORP,1.877,1.7599,1.5445,2.3396,12.3096, , , , 
NCAB SS Equity,NCAB GROUP AB,31.7763,33.2327,30.3668,32.7387,24.5272,12.4877,11.7651,0,14.7106
NCC LN Equity,NCC GROUP PLC,24.4466,22.6765,27.4462,15.6373,31.4273,15.8652,13.8496,15.1106,8.2894
NCNO US Equity,NCINO INC,5.5375,5.013,3.7544,2.8866,0,0, , , 
NATL US Equity,NCR ATLEOS CORP,55.4035,54.9207, , , , , , , 
VYX US Equity,NCR VOYIX CORP,36.1186,62.1443,54.2105,52.1948,44.2833,45.1096,40.7808,39.0776,39.7628
286 GR Equity,NCTE AG, ,0,0,0, , , , , 
NBIS US Equity,NEBIUS GROUP NV,1.4006,25.989,16.3686,24.4089,21.0303,7.9004,7.4057,13.6613,16.4318
NEDAP NA Equity,NEDAP N.V.,11.46,11.2922,11.9605,12.4864,13.8013,14.1199,16.4625,14.0936,22.3678
NEM GR Equity,NEMETSCHEK SE,26.818,5.9954,12.6135,18.9638,23.407,31.2255,23.5017,17.8579,23.5682
NMGC US Equity,NEOMAGIC CORP, , , , , , , , , 
NEOM US Equity,NEOMEDIA TECHNOLOGIES INC, , , , , , , , , 
NEON US Equity,NEONODE INC,2.9705,0.5575,1.2218,3.7622,10.5298,19.7149,12.8606,17.1326,12.2436
NEOB SS Equity,NEOVICI HOLDING AB-B,0.3415,1.2997,1.0988, , , , , , 
NEPA SS Equity,NEPA AB,0,0,0,0,0,0,0,0,0
NDA CN Equity,NEPTUNE DIGITAL ASSETS CORP,0,0,0,0,0,3.5525, , , 
NERD CN Equity,NERDS ON SITE INC,23.3034,26.4716,29.8761,17.2893,19.0817,8.1588,17.522,40.5556,25.8283
VRL GR Equity,NET DIGITAL AG, ,0,0,0,0,0,0,0,0
NETIB SS Equity,NET INSIGHT AB-B,1.5924,2.8972,3.8059,4.1273,5.3027,7.5898,0,0,0
NSAV US Equity,NET SAVINGS LINK INC, , , , , , , , , 
NTAP US Equity,NETAPP INC,26.8231,27.3375,29.3238,29.4017,24.0893,20.5125,19.2773,20.9944,23.3038
NET LN Equity,NETCALL PLC,0.6243,0.618,5.2686,14.8613,15.6805,14.6205,14.498,0,0
NETC DC Equity,NETCOMPANY GROUP AS,30.5316,31.9898,30.3815,36.9869,21.1249,28.507,34.1215,37.357,43.0464
NTGR US Equity,NETGEAR INC,3.6029,4.9067,4.4222,2.5766,3.1338,3.7553,0,0,0
ALNTG FP Equity,NETGEM SA,2.6197,4.6713,6.0679,5.5423,16.2822,5.2469, ,9.9134,10.6602
NETIN CY Equity,NETINFO PLC, ,34.0055,37.8869,40.5906,49.1807,52.8218,47.2347,57.5093,55.7054
NLST US Equity,NETLIST INC,6.0087,7.8037,11.3973,10.3898,83.088,91.2515,80.4947,89.356,75.5108
NETO US Equity,NETOBJECTS INC, , , , , , , , , 
AIAI CN Equity,NETRAMARK HOLDINGS INC,0,0,0,0,0, , , , 
NTCT US Equity,NETSCOUT SYSTEMS INC,5.7828,5.6893,13.0008,13.7315,17.0163,16.8196,17.8115,8.3298,8.3499
NTWK US Equity,NETSOL TECHNOLOGIES INC,11.9478,12.1844,13.8266,15.5739,14.8423,8.5376,8.9467,10.6238,5.2681
NETUM FH Equity,NETUM GROUP OYJ,27.6395,28.6481,12.7716,15.708,33.7874,46.3619, , , 
NTIP US Equity,NETWORK-1 TECHNOLOGIES INC,0.0528,0.044,0.2984,0,0,0.0744,0,0,0
NRO FP Equity,NEURONES,5.796,6.5281,5.852,6.2428,6.2368,6.2234,0.1102,0.3634,0.7258
NRST IM Equity,NEUROSOFT,12.1338,12.1121,6.6977,13.1371,17.7698,16.1579,6.3385,5.8773,6.6988
NIHL US Equity,NEW INFINITY HOLDINGS LTD, , , , , , , , , 
REGRF US Equity,NEW WORLD SOLUTIONS INC, ,0,0.0044,0.3404, , , , ,0
NEXCOM DC Equity,NEXCOM A/S,57.6236,46.07,74.5713,41.5339,49.0584,0,0,0,0
NXO CN Equity,NEXOPTIC TECHNOLOGY CORP, ,0,0,0,0,0,0,0,0
NXPS US Equity,NEXPRISE INC, , , , , , , , , 
NXR GR Equity,NEXR TECHNOLOGIES SE, , , ,7.5605,9.8492,11.2203,17.3086,10.7384,0.6242
NXNT US Equity,NEXSCIENT INC, , , , , , , , , 
NEXT NO Equity,NEXT BIOMETRICS GROUP AS,2.6819,1.6308,2.4341,2.7812,7.6401,2.5952,0,0,0
NTAR CN Equity,NEXTECH3D.AI CORP,41.6322,20.5377,4.6968,3.958,3.5378,0, , , 
NXGT US Equity,NEXTELIGENT HOLDINGS INC, , , , , , , , , 
NXT CN Equity,NEXTGEN DIGITAL PLATFORMS IN,0,0, , , , , , , 
NN US Equity,NEXTNAV INC, , , , , , , , , 
NXPL US Equity,NEXTPLAT CORP,6.1928,4.6643,4.0834,1.6042,28.3318,16.3496, , , 
NXU GR Equity,NEXUS AG,6.4784,14.5161,8.4065,11.4118,17.3802,18.0106,13.3949,8.2827,6.7931
NFSE US Equity,NFINANSE INC, , , , , , , , , 
NFO SS Equity,NFO DRIVES AB,0,0,0,0,0,0,0,0,0
NFN GR Equity,NFON AG,25.4389,13.3966,8.4443,6.0127,20.6979,24.4618,0.2497,27.6341,13.289
NHCMF US Equity,NHC COMMUNICATIONS INC, , , , , , , , , 
NIIN GR Equity,NIIIO FINANCE GROUP AG, ,19.4151,20.3751,20.4069,7.3713,7.4396,0,0.0019,0
NNIT DC Equity,NNIT A/S,7.6157,3.8442,6.8603,28.8656,21.2622,23.1917,24.5684,20.3482,0
NIR/H CN Equity,NOBLE IRON INC,0,0,0,0,0,6.8122,0,0,129.8407
NOKIA FH Equity,NOKIA OYJ,11.9083,12.579,12.2791,14.0053,17.4961,13.4354,9.5275,9.18,8.9686
NORBT NO Equity,NORBIT ASA,24.8375,17.7894,30.5701,31.037,17.5522,4.6111,36.7891,38.7588,43.8959
NC5A GR Equity,NORCOM INFORMATION TECHNOLOG,19.2573,20.5196,23.4369,31.938,34.5476,36.4087,20.2537,0,0
NORDIG SS Equity,NORD INSURETECH GROUP AB,50.0077,2.3633,2.2568,0,14.3166,71.0217,65.7883, , 
NORDH NO Equity,NORDHEALTH AS - A,0,0,0.0218,0.04, , , , , 
LEVEL SS Equity,NORDIC LEVEL GROUP AB,20.433,15.7559,26.1216,17.9362,42.6809,39.9466,31.2509,29.9147,20.808
NOD NO Equity,NORDIC SEMICONDUCTOR ASA,17.7819,18.0056,2.7235,3.3302,5.1422,7.5167,0,0,0
